datetime,price,volume,vwap,circulating_supply,realized_value,market_value,mvrv_ratio
2025-05-18 13:05:20.361,171.19623706339556,2873964597.8139377,141.45327942567343,531207612.6555071,75141058866.00433,90940744386.0526,1.2102670065938668
2025-05-18 14:02:22.629,172.02773706682882,2901915252.956857,141.46821191114662,531207612.6555071,75148991115.96358,91382443517.79942,1.2160169040298325
2025-05-18 15:01:05.630,173.94621957561685,3075377300.191886,141.48349664754747,531207612.6555071,75157110484.29713,92401556031.21407,1.2294452971355236
2025-05-18 16:03:09.580,175.8955411796285,3324384029.574523,141.49933532388303,531207612.6555071,75165524109.74097,93437050506.7789,1.2430838687476147
2025-05-18 17:09:44.963,175.88625147718912,3215349508.23242,141.5157768274228,531207612.6555071,75174257961.5848,93432115746.1238,1.2428738012135623
2025-05-18 18:09:42.771,172.58216123078867,3620556379.8302593,141.5327425868585,531207612.6555071,75183270302.15152,91676957854.33507,1.2193797567716544
2025-05-18 19:09:48.604,170.48961036669718,3457458012.6748304,141.5499448167712,531207612.6555071,75192408257.63579,90565378905.4608,1.2044484410600573
2025-05-18 20:09:40.510,166.74722173808775,4142203609.1562567,141.5674486482607,531207612.6555071,75201706426.17366,88577393576.42807,1.1778641441253128
2025-05-18 21:04:45.700,166.9976484294832,4439712240.769065,141.5854362699643,531207612.6555071,75211261587.75618,88710422141.30946,1.1794832352041127
2025-05-18 22:04:31.998,168.24412973325292,4471814177.424338,141.6040230766759,531207612.6555071,75221135040.97633,89372562498.9047,1.1881310013498128
2025-05-18 23:04:45.280,169.16138572056002,4568077816.554601,141.62331105896837,531207612.6555071,75231380964.00287,89859815862.11607,1.1944459175236022
2025-05-19 00:00:50.127,172.3695951495799,4754499441.8771,141.64360082309048,531207612.6555071,75242159041.16351,91564041133.80461,1.2169246908998415
2025-05-19 01:09:40.202,168.34605454357904,4868422995.015791,141.66440572985107,531207612.6555071,75253210766.01532,89426705734.0684,1.188344056336981
2025-05-19 02:04:51.039,167.88817159808053,5221363705.191956,141.6855883136143,531207612.6555071,75264463115.76607,89183474827.71446,1.1849347106952617
2025-05-19 03:04:48.037,167.18514916564845,5420886963.5058155,141.70723816683397,531207612.6555071,75275963682.60924,88810023959.73895,1.1797925873681834
2025-05-19 04:04:54.308,165.72641770618907,5421093622.05471,141.72917933599192,531207612.6555071,75287618998.69649,88035134703.65405,1.169317556784181
2025-05-19 05:04:43.991,164.42321215466743,5734804598.148916,141.7516285018074,531207612.6555071,75299544166.47545,87342861993.83084,1.1599387879524146
2025-05-19 06:01:41.583,163.12324469702278,5822414511.962545,141.7744094228176,531207612.6555071,75311645565.13936,86652309384.12558,1.1505831366966657
2025-05-19 07:04:33.968,160.62637674128464,6041389376.777226,141.79718481901918,531207612.6555071,75323744028.9829,85325954118.24188,1.132789603307695
2025-05-19 08:04:58.444,161.9610914223377,6266966605.789305,141.820061360432,531207612.6555071,75335896221.9326,86034964717.54033,1.1420182015766993
